date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:16	2680/2680	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Oct%202019%2003:13:27%20GMT	http://bunagcorteslaw.com/wp-content/uploads/elementor/css/post-13.css?ver=1570763607	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/elementor/css/post-13e6a6.css	(from http://bunagcorteslaw.com/the-firm/)
13:46:18	1984/1984	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:46:16%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/index.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/)
13:46:18	5840/5840	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:46:17%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/index.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/)
13:46:20	2378/2378	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:46:19%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/includes/	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/includes/index.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/)
13:46:21	4148/4148	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:46:20%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/js/	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/js/index.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/)
13:46:22	2261/2261	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202020%2005:46:18%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fthe-firm%2F	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embed817e.json	(from http://bunagcorteslaw.com/the-firm/)
13:46:24	2358/2358	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202020%2005:46:21%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fthe-firm%2F&format=xml	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embed3606	(from http://bunagcorteslaw.com/the-firm/)
13:46:27	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2021%20Jan%202020%2012:55:05%20GMT	http://bunagcorteslaw.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://bunagcorteslaw.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
13:46:28	716/716	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:46:27%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/languages/	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/languages/index.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/)
13:46:29	15016/15016	---M--	200	added ('OK')	text/css	date:Wed,%2022%20Jan%202020%2004:06:43%20GMT	http://bunagcorteslaw.com/wp-content/uploads/elementor/css/post-17.css?ver=1579666003	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/elementor/css/post-17f01f.css	(from http://bunagcorteslaw.com/our-lawyers/)
13:46:32	2276/2276	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202020%2005:46:29%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Four-lawyers%2F	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embedd61c.json	(from http://bunagcorteslaw.com/our-lawyers/)
13:46:36	2373/2373	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202020%2005:46:32%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Four-lawyers%2F&format=xml	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embed9fdf	(from http://bunagcorteslaw.com/our-lawyers/)
13:46:44	107805/107805	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2006:09:30%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/1017054-Copy-1.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/1017054-Copy-1.jpg	(from http://bunagcorteslaw.com/the-firm/)
13:46:46	108904/108904	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2006:09:33%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/1016952-Copy.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/1016952-Copy.jpg	(from http://bunagcorteslaw.com/the-firm/)
13:46:50	76169/76169	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2003:55:38%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer44.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer44.jpg	(from http://bunagcorteslaw.com/our-lawyers/)
13:46:57	75496/75496	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2003:55:35%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer22.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer22.jpg	(from http://bunagcorteslaw.com/our-lawyers/)
13:46:58	326117/326117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Mar%202019%2002:13:20%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/slide.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/slide.jpg	(from http://bunagcorteslaw.com/wp-content/uploads/elementor/css/post-5.css?ver=1570762094)
13:47:00	81097/81097	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2003:55:39%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer55.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer55.jpg	(from http://bunagcorteslaw.com/our-lawyers/)
13:47:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202020%2005:46:58%20GMT	http://bunagcorteslaw.com/?p=13	/Users/francis/websites/bcslaw/bunagcorteslaw.com/index2dc4.html	(from http://bunagcorteslaw.com/the-firm/)
13:47:01	8064/8064	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Jun%202019%2013:20:49%20GMT	http://bunagcorteslaw.com/wp-content/uploads/essential-addons-elementor/eael-post-15.min.css?ver=1580795068	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/essential-addons-elementor/eael-post-15.minb356.css	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:02	71383/71383	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202019%2003:55:32%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer11.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/03/lawyer11.jpg	(from http://bunagcorteslaw.com/our-lawyers/)
13:47:02	19945/19945	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Oct%202019%2003:13:03%20GMT	http://bunagcorteslaw.com/wp-content/uploads/elementor/css/post-15.css?ver=1570763583	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/elementor/css/post-15ef85.css	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202020%2005:47:00%20GMT	http://bunagcorteslaw.com/?p=17	/Users/francis/websites/bcslaw/bunagcorteslaw.com/indexd8eb.html	(from http://bunagcorteslaw.com/our-lawyers/)
13:47:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202020%2005:47:03%20GMT	http://bunagcorteslaw.com/?p=15	/Users/francis/websites/bcslaw/bunagcorteslaw.com/indexa1ca.html	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:04	2286/2286	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202020%2005:47:02%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fwhat-do-we-do%2F	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embedd815.json	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:08	1390/1390	---M--	200	added ('OK')	application/javascript	date:Mon,%2010%20Jun%202019%2013:20:49%20GMT	http://bunagcorteslaw.com/wp-content/uploads/essential-addons-elementor/eael-post-15.min.js?ver=1580795068	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/essential-addons-elementor/eael-post-15.minb356.js	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:08	82696/82696	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202019%2002:06:23%20GMT	http://bunagcorteslaw.com/wp-content/uploads/2019/10/lawyer66.jpg	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/2019/10/lawyer66.jpg	(from http://bunagcorteslaw.com/our-lawyers/)
13:47:08	2383/2383	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202020%2005:47:04%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fwhat-do-we-do%2F&format=xml	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embedda2f	(from http://bunagcorteslaw.com/what-do-we-do/)
13:47:08	3158/3158	---M--	200	added ('OK')	text/css	date:Fri,%2024%20Jan%202020%2004:21:01%20GMT	http://bunagcorteslaw.com/wp-content/uploads/elementor/css/post-19.css?ver=1579839661	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/uploads/elementor/css/post-192858.css	(from http://bunagcorteslaw.com/contact-us/)
13:47:10	2271/2271	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202020%2005:47:09%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fcontact-us%2F	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embedfe1f.json	(from http://bunagcorteslaw.com/contact-us/)
13:47:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202020%2005:47:10%20GMT	http://bunagcorteslaw.com/?p=19	/Users/francis/websites/bcslaw/bunagcorteslaw.com/index5831.html	(from http://bunagcorteslaw.com/contact-us/)
13:47:11	2465/2465	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:11%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=M;O=D	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/index72c9.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=M;O=A)
13:47:11	2465/2465	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:11%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=N;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/indexb70a.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=N;O=D)
13:47:11	2368/2368	---MC-	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202020%2005:47:10%20GMT	http://bunagcorteslaw.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbunagcorteslaw.com%2Fcontact-us%2F&format=xml	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-json/oembed/1.0/embed3b18	(from http://bunagcorteslaw.com/contact-us/)
13:47:11	2465/2465	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:11%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=S;O=D	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/index5851.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=S;O=A)
13:47:12	2465/2465	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=D;O=D	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/indexad3f.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/?C=D;O=A)
13:47:13	40096/40096	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/custom_admin.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/custom_admin.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:14	1984/1984	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:13%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/?C=M;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/indexf8a0.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:14	1984/1984	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:13%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/?C=S;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/indexbfec.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:14	1984/1984	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:13%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/?C=N;O=D	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/indexc052.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:14	1984/1984	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:13%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/?C=D;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/index30b5.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:16	5237/5237	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/dashboard_widget.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/dashboard_widget.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:16	40144/40144	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:14%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/custom_admin.php	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/custom_admin.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:16	12060/12060	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/flags.min.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/flags.min.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:18	31611/31611	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/jquery-ui.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/jquery-ui.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:20	5720/5720	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/jquery.jqplot.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/jquery.jqplot.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:20	8533/8533	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/style.css	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/style.css	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/css/)
13:47:21	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ICO_1px.gif	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ICO_1px.gif	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:22	5840/5840	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:22%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/?C=N;O=D	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/indexc052.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:22	5840/5840	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:22%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/?C=M;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/indexf8a0.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:22	5840/5840	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:22%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/?C=D;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/index30b5.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:22	5840/5840	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202020%2005:47:22%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/?C=S;O=A	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/indexbfec.html	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:24	741/741	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/arrow_rotate_anticlockwise.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/arrow_rotate_anticlockwise.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:24	705/705	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/calendar.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/calendar.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:25	755/755	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/chart_line.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/chart_line.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:26	803/803	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/chart_line_add.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/chart_line_add.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:27	387/387	---M--	200	added ('OK')	text/plain	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/distance%20from%20left.txt	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/distance%20from%20left.txt	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:30	4901/4901	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/icons.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/icons.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:32	526/526	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/mag.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/mag.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:34	1391/1391	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/network_wireless.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/network_wireless.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:34	2024/2024	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/online-blue.gif	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/online-blue.gif	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:36	80587/80587	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/flags.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/flags.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:36	2020/2020	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/online-red.gif	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/online-red.gif	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:38	503/503	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/page_white_copy.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/page_white_copy.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:38	45907/45907	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/minichart-addon.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/minichart-addon.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:38	9134/9134	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/plogo.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/plogo.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:40	12046/12046	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/plogopro.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/plogopro.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:42	1585/1585	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/prohibition_button.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/prohibition_button.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:44	179/179	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_flat_0_888888_40x100.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_flat_0_888888_40x100.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:44	50904/50904	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/poststats-addon.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/poststats-addon.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:45	178/178	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_flat_75_ffffff_40x100.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_flat_75_ffffff_40x100.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
13:47:45	120/120	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2012:55:12%20GMT	http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_glass_55_fbf9ee_1x400.png	/Users/francis/websites/bcslaw/bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/ui-bg_glass_55_fbf9ee_1x400.png	(from http://bunagcorteslaw.com/wp-content/plugins/wp-stats-manager/images/)
